Instances,Source,feature_n_tours,feature_n_legs,feature_n_position_used,feature_drive_min,feature_drive_max,feature_drive_mean,feature_drive_median,feature_drive_std,feature_drive_first_quantile,feature_drive_third_quartile,feature_diff_min,feature_diff_max,feature_diff_mean,feature_diff_median,feature_diff_std,feature_diff_first_quantile,feature_diff_third_quartile,feature_max_active_buses,feature_average_distance,feature_huge,feature_large,feature_medium,feature_small,feature_tiny,feature_max_num_legs_per_tour,feature_min_num_legs_per_tour,feature_mean_num_legs_per_tour,feature_median_num_legs_per_tour,feature_std_num_legs_per_tour,feature_1st_quantile_num_legs_per_tour,feature_3rd_quantile_num_legs_per_tour,feature_max_total_time_per_tour,feature_min_total_time_per_tour,feature_mean_total_time_per_tour,feature_median_total_time_per_tour,feature_std_total_time_per_tour,feature_1st_quantile_total_time_per_tour,feature_3rd_quantile_total_time_per_tour,feature_max_number_breaks_per_tour,feature_min_number_breaks_per_tour,feature_mean_number_breaks_per_tour,feature_median_number_breaks_per_tour,feature_std_number_breaks_per_tour,feature_1st_quantile_number_breaks_per_tour,feature_3rd_quantile_number_breaks_per_tour,feature_max_number_of_proper_breaks_per_tour,feature_min_number_of_proper_breaks_per_tour,feature_mean_number_of_proper_breaks_per_tour,feature_median_number_of_proper_breaks_per_tour,feature_std_number_of_proper_breaks_per_tour,feature_1st_quantile_number_of_proper_breaks_per_tour,feature_3rd_quantile_number_of_proper_breaks_per_tour,feature_max_proportion_of_large_legs_per_tour,feature_min_proportion_of_large_legs_per_tour,feature_mean_proportion_of_large_legs_per_tour,feature_median_proportion_of_large_legs_per_tour,feature_std_proportion_of_large_legs_per_tour,feature_1st_quantile_proportion_of_large_legs_per_tour,feature_3rd_quantile_proportion_of_large_legs_per_tour,feature_min_max_rro,feature_max_max_rro,feature_mean_max_rro,feature_median_max_rro,feature_std_max_rro,feature_min_min_rro,feature_max_min_rro,feature_mean_min_rro,feature_median_min_rro,feature_std_min_rro,feature_min_mean_rro,feature_max_mean_rro,feature_mean_mean_rro,feature_median_mean_rro,feature_std_mean_rro,feature_min_median_rro,feature_max_median_rro,feature_mean_median_rro,feature_median_median_rro,feature_std_median_rro,feature_min_std_rro,feature_max_std_rro,feature_mean_std_rro,feature_median_std_rro,feature_std_std_rro,algo_CMSA,algo_LNS
shortLeg_250_5,shortLeg,851,2260,58,5,15,9.83893805309735,10.0,3.20034383186874,7,13,0,52,25.5323149236193,26.0,14.9936869339273,14,38,2260,213.180142687277,1.0,0.0,0.0,0.0,0,8,1,2.65569917743831,2.0,1.20716615595045,2.0,3.0,166,5,72.2855464159812,63.0,42.9851122291204,43.0,113.5,7,0,1.65569917743831,1.0,1.20716615595045,1.0,2.0,5,0,1.38307873090482,1.0,1.07373095302728,1.0,2.0,0,0,0.0,0,0.0,0,0,2,122,6.43103448275862,4.0,15.3770003677296,0,4,0.068965517241379,0.0,0.520678236915224,0.666666666666667,50.0588235294118,2.36858450346493,1.54791666666667,6.33676495439279,0.0,36.0,1.93965517241379,1.0,4.55529020443387,0.596284793999944,36.4021178896395,1.91701869770738,1.29978628965393,4.58126287732972,252726.6,256793.0
shortLeg_50_1,shortLeg,134,395,70,5,15,9.65822784810127,10.0,3.23308089124771,7,13,0,44,22.2835820895522,22.0,12.69775625984,13,33,395,197.562130177515,1.0,0.0,0.0,0.0,0,8,1,2.94776119402985,3.0,1.45744186120497,2.0,4.0,162,5,73.4477611940299,62.0,42.4170071432173,44.25,105.0,7,0,1.94776119402985,2.0,1.45744186120497,1.0,3.0,5,0,1.45522388059702,1.0,1.19461273086434,1.0,2.0,0,0,0.0,0,0.0,0,0,1,22,1.9,1.0,2.52501768027756,0,3,0.357142857142857,0.0,0.655432556968826,0.142857142857143,7.88235294117647,0.852002391865837,0.666666666666667,0.99556392365245,0.0,6.0,0.671428571428571,0.5,0.917627820157242,0.0,6.08645896223428,0.543939694870265,0.471404520791032,0.744122493575329,36909.8,36714.4
shortLeg_50_2,shortLeg,138,471,60,5,15,9.6687898089172,10.0,3.22290476060759,7,13,0,32,20.1666666666667,20.0,7.09110826494144,16,26,471,154.137597420048,1.0,0.0,0.0,0.0,0,7,1,3.41304347826087,3.0,1.46321197642881,2.0,5.0,148,7,81.8768115942029,68.0,41.3495970045993,48.0,126.0,6,0,2.41304347826087,2.0,1.46321197642881,1.0,4.0,6,0,1.90579710144928,1.0,1.37201682268503,1.0,3.0,0,0,0.0,0,0.0,0,0,1,19,2.21666666666667,2.0,2.40202460899597,0,4,0.266666666666667,0.0,0.654896090146283,0.166666666666667,8.11764705882353,0.898535021623257,0.63961038961039,1.13243509633159,0.0,8.0,0.725,0.5,1.23970762682174,0.0,5.44364014176907,0.676171616782399,0.617536142386517,0.71716021469796,50493.4,53194.2
shortLeg_50_3,shortLeg,174,570,88,5,15,9.76140350877193,10.0,3.16991086188057,7,12,0,39,26.1494252873563,26.0,7.6256203601151,20,33,570,126.251770095793,1.0,0.0,0.0,0.0,0,7,1,3.27586206896552,3.0,1.21475275543507,2.0,4.0,153,10,90.1954022988506,79.5,38.9177851611529,56.0,133.25,6,0,2.27586206896552,2.0,1.21475275543507,1.0,3.0,6,0,2.27586206896552,2.0,1.21475275543507,1.0,3.0,0,0,0.0,0,0.0,0,0,1,24,1.89772727272727,1.0,2.49563151384425,0,3,0.318181818181818,0.0,0.574959574576069,0.176470588235294,9.66666666666667,0.823559503518341,0.642857142857143,1.03296860772708,0.0,8.0,0.607954545454545,0.5,0.966627406702515,0.0,5.32290647422377,0.570570299979076,0.494871659305393,0.610183258581424,53163.2,56173.3333333333
shortLeg_50_4,shortLeg,162,454,69,5,15,9.84801762114537,10.0,3.2060354756389,7,13,0,44,23.5493827160494,23.0,12.3598575989319,16,34,454,107.079639889197,1.0,0.0,0.0,0.0,0,7,1,2.80246913580247,2.0,1.34182254062483,2.0,4.0,171,5,75.5,61.5,46.4859264511819,42.0,121.25,6,0,1.80246913580247,1.0,1.34182254062483,1.0,3.0,5,0,1.7037037037037,1.0,1.25161075916413,1.0,3.0,0,0,0.0,0,0.0,0,0,1,26,1.88405797101449,1.0,3.01943574671219,0,2,0.217391304347826,0.0,0.477601653718379,0.142857142857143,9.0,0.788097731575992,0.571428571428571,1.07317762625101,0.0,7.5,0.623188405797101,0.5,0.994207123834348,0.0,6.81501610008696,0.599843616331269,0.484122918275927,0.824205356567021,54426.0,56331.5
shortLeg_50_5,shortLeg,152,386,55,5,15,9.60103626943005,9.0,3.17803324387941,7,12,0,52,24.9013157894737,25.0,15.616185879612,13,37,386,190.195005945303,1.0,0.0,0.0,0.0,0,7,1,2.53947368421053,2.0,1.19693456570133,2.0,3.0,163,5,66.0328947368421,58.0,42.1300333184057,38.0,83.25,6,0,1.53947368421053,1.0,1.19693456570133,1.0,2.0,5,0,1.25657894736842,1.0,1.0481607357547,1.0,2.0,0,0,0.0,0,0.0,0,0,1,25,2.18181818181818,2.0,3.20845989160423,0,1,0.163636363636364,0.0,0.369945271806833,0.181818181818182,8.94117647058824,0.829537930874829,0.666666666666667,1.14729658827157,0.0,4.0,0.554545454545455,0.5,0.671989767730048,0.0,7.63483185403886,0.725038060421739,0.622699849077239,0.986376121242643,45870.2,46538.8
realistic_100_46,realistic,98,924,10,20,60,38.4036796536797,38.0,12.1898948413716,28,50,0,35,19.5816326530612,19.5,9.22277955068679,13,28,924,10045.84,1.0,0.0,0.0,0.0,0,26,1,9.42857142857143,7.5,6.75217274176941,3.0,16.0,1272,25,519.826530612245,400.5,382.726204301968,145.25,902.75,25,0,8.42857142857143,6.5,6.75217274176941,2.0,15.0,25,0,5.25510204081633,2.0,5.46101437929,1.0,8.0,0,0,0.0,0,0.0,0,0,5,43,12.7,9.0,10.4407854110694,0,1,0.3,0.0,0.458257569495584,2.8125,7.55,4.99698357413141,4.85130718954248,1.48964802368363,2.0,8.5,4.55,4.25,1.96786686541544,1.33317056298135,10.5822670066484,3.25677614900091,2.36449387183363,2.52251067040733,173355.8,168086.6
realistic_100_47,realistic,98,860,10,20,60,40.8232558139535,41.0,11.6310098185702,32,51,0,35,19.7857142857143,21.0,10.1199439378942,12,28,860,18058.04,0.968604651162791,0.031395348837209,0.0,0.0,0,23,1,8.77551020408163,7.0,6.43575885864523,2.25,15.0,1154,55,516.326530612245,387.0,393.300159962768,139.5,896.5,22,0,7.77551020408163,6.0,6.43575885864523,1.25,14.0,17,0,5.28571428571429,2.5,4.93012397906783,1.0,9.0,0,0,0.0,0,0.0,0,0,5,50,14.0,10.0,12.3935467078637,0,1,0.5,0.5,0.5,2.35294117647059,6.5,4.79018919848641,5.26666666666667,1.35922927064445,1.5,6.5,4.45,5.0,1.54029218007494,1.45283400414453,12.2007940315375,3.44865820016352,2.77046157302127,2.98453884510057,171717.6,167027.4
realistic_100_48,realistic,98,906,10,20,60,39.4922737306843,39.0,12.0394149379732,30,50,0,35,17.9285714285714,18.0,9.82110389073719,9,26,906,12048.82,1.0,0.0,0.0,0.0,0,23,1,9.24489795918367,7.5,6.42390501189367,3.0,15.0,1132,53,508.244897959184,380.5,360.240454312045,172.25,869.75,22,0,8.24489795918367,6.5,6.42390501189367,2.0,14.0,18,0,4.87755102040816,3.0,4.77079830337424,1.0,7.75,0,0,0.0,0,0.0,0,0,7,43,12.7,9.5,10.2376755174209,0,2,1.0,1.0,0.632455532033676,3.125,6.66666666666667,5.05841589267286,4.83529411764706,1.16594313598265,2.0,7.0,4.65,4.0,1.58192920195564,1.53602571593056,10.6058651226574,3.15326634588515,2.50254721168495,2.54588608923549,173691.0,169174.2
realistic_100_49,realistic,98,924,10,20,60,38.7012987012987,39.0,11.7264804879265,28,48,0,34,17.2142857142857,17.5,9.47095452379731,9,25,924,12056.92,1.0,0.0,0.0,0.0,0,24,1,9.42857142857143,6.0,7.07827950962143,3.0,16.0,1170,26,516.908163265306,333.0,395.434637823375,129.75,904.5,23,0,8.42857142857143,5.0,7.07827950962143,2.0,15.0,17,0,4.8265306122449,3.0,4.85509517804115,1.0,9.0,0,0,0.0,0,0.0,0,0,6,47,13.3,11.0,11.3934191531779,0,4,1.2,1.0,1.0770329614269,2.76470588235294,7.11764705882353,5.2796955624355,5.84027777777778,1.47654809999077,2.0,8.0,5.0,5.5,2.0,1.11299340755438,11.6182776262233,3.14737580467707,2.28692995120878,2.87206463013494,175916.6,170831.8
realistic_100_50,realistic,98,876,10,20,60,39.5673515981735,40.0,11.9078954974315,30,49,0,35,19.1938775510204,19.0,9.94439454787378,11,27,876,6058.66,1.0,0.0,0.0,0.0,0,25,1,8.93877551020408,5.5,6.78957232660318,3.0,15.0,1176,28,499.204081632653,329.5,382.451783253723,134.25,879.5,24,0,7.93877551020408,4.5,6.78957232660318,2.0,14.0,15,0,4.73469387755102,3.0,4.36252833546301,1.0,9.0,0,0,0.0,0,0.0,0,0,6,46,13.0,9.0,11.3137084989848,0,1,0.5,0.5,0.5,2.42105263157895,8.0,4.90359047127623,4.92105263157895,1.6776846119495,1.5,8.5,4.6,4.0,2.16564078277077,1.22726233524303,11.2520831404678,3.15245916047479,2.28989753393726,2.7906401219802,171483.2,167155.8
realistic_10_1,realistic,8,73,9,20,60,44.4657534246575,47.0,12.1498432165101,37,55,3,34,20.25,22.0,10.5445483544816,19,32,73,8049.24,0.917808219178082,0.082191780821918,0.0,0.0,0,17,2,9.125,8.5,5.62222153601226,4.0,13.75,972,102,556.875,572.0,370.110941982266,205.5,903.25,16,1,8.125,7.5,5.62222153601226,3.0,12.75,11,0,4.5,3.5,3.64005494464026,1.75,6.75,0,0,0.0,0,0.0,0,0,1,3,1.88888888888889,2.0,0.87488976377909,0,1,0.222222222222222,0.0,0.415739709641549,0.285714285714286,1.375,0.781389906389906,0.833333333333333,0.331350514740761,0.0,2.0,0.611111111111111,0.5,0.65734219812218,0.0,1.00295421618502,0.581667007623557,0.634323942402717,0.361676246558752,14588.8,14417.0
realistic_10_2,realistic,8,77,9,20,59,37.9220779220779,39.0,11.2697344761427,27,47,4,35,22.75,26.0,9.61444226151471,23,31,77,8058.18,1.0,0.0,0.0,0.0,0,17,2,9.625,10.5,5.82961190818051,3.75,15.0,924,85,542.0,572.0,363.936464235174,199.25,906.5,16,1,8.625,9.5,5.82961190818051,2.75,14.0,16,0,5.875,5.5,5.20666639991463,1.0,9.0,0,0,0.0,0,0.0,0,0,1,4,2.33333333333333,3.0,1.05409255338946,0,1,0.222222222222222,0.0,0.415739709641549,0.428571428571429,1.0625,0.793879731379731,0.846153846153846,0.2006373591673,0.0,1.0,0.722222222222222,1.0,0.415739709641549,0.0,1.27330348901899,0.66615389416865,0.81127262082861,0.414897228715568,14655.0,14572.0
realistic_10_3,realistic,8,81,9,20,60,36.6913580246914,34.0,11.2498471597943,28,46,0,21,11.875,12.0,7.27044530960793,9,21,81,8081.72,1.0,0.0,0.0,0.0,0,21,1,10.125,9.0,7.78520230951001,2.75,17.0,1009,27,556.0,564.0,425.134390516693,151.75,994.75,20,0,9.125,8.0,7.78520230951001,1.75,16.0,14,0,6.875,6.0,5.62222153601226,1.75,12.5,0,0,0.0,0,0.0,0,0,1,3,1.88888888888889,2.0,0.737027731190089,0,1,0.222222222222222,0.0,0.415739709641549,0.384615384615385,1.5625,0.796148758648759,0.666666666666667,0.339358593341205,0.0,2.0,0.722222222222222,1.0,0.628539361054709,0.0,0.903507902905251,0.54740842228243,0.559016994374947,0.232352498593291,15381.0,15103.0
realistic_10_4,realistic,8,78,9,20,58,39.9487179487179,38.0,10.8177174661228,32,51,5,34,21.375,24.0,8.91540100051591,24,26,78,14061.7,1.0,0.0,0.0,0.0,0,18,2,9.75,10.5,6.51440711039769,2.75,15.5,1071,87,568.375,620.0,401.076033159549,136.25,933.5,17,1,8.75,9.5,6.51440711039769,1.75,14.5,14,0,6.25,5.0,5.11737237261468,1.75,10.75,0,0,0.0,0,0.0,0,0,1,3,2.22222222222222,2.0,0.785674201318386,0,0,0.0,0.0,0.0,0.45,0.944444444444444,0.65130209296876,0.642857142857143,0.172458626235455,0.0,1.0,0.5,0.5,0.471404520791032,0.421325044234743,1.0,0.72832489641291,0.717848258651492,0.198003492718896,15205.0,15148.0
realistic_10_5,realistic,8,76,10,20,60,38.0263157894737,41.0,10.2005852311606,30,45,14,35,24.25,24.5,7.83820770329544,17,33,76,12068.02,1.0,0.0,0.0,0.0,0,20,2,9.5,9.0,6.20483682299543,3.75,14.25,997,94,550.625,546.0,377.112363063053,179.75,916.25,19,1,8.5,8.0,6.20483682299543,2.75,13.25,14,0,6.375,5.5,5.56636101955308,1.0,11.5,0,0,0.0,0,0.0,0,0,1,4,1.8,1.0,1.0770329614269,0,1,0.5,0.5,0.5,0.571428571428571,1.625,0.998214285714286,1.0,0.33676012796477,0.0,2.0,1.05,1.0,0.567890834580027,0.0,1.04978131833565,0.417299417818018,0.452208611341626,0.380254494344567,14623.0,14306.0
realistic_150_51,realistic,148,1371,10,20,60,38.6032093362509,38.0,11.6510830342436,28,48,0,35,18.3918918918919,18.0,9.48586084022977,11,26,1371,4053.2,1.0,0.0,0.0,0.0,0,26,1,9.26351351351351,6.5,7.12472046534296,2.75,16.0,1237,28,503.97972972973,407.0,381.896396549148,132.5,873.0,25,0,8.26351351351351,5.5,7.12472046534296,1.75,15.0,19,0,4.82432432432432,2.0,4.91648662763142,1.0,9.0,0,0,0.0,0,0.0,0,0,9,70,19.3,14.0,16.9826381931666,0,2,1.0,1.0,0.632455532033676,5.66666666666667,9.25,7.43791666666667,7.35,1.26702876921014,3.0,9.0,7.15,7.5,1.97547462651384,2.37746582520128,17.3259198889987,4.95474553256834,3.77554692096142,4.15374414314731,263093.4,255250.2
realistic_150_52,realistic,148,1403,10,20,60,38.4333570919458,37.0,12.1047494813305,28,49,0,35,17.3716216216216,17.0,9.50055503741713,10,25,1403,6077.56,1.0,0.0,0.0,0.0,0,25,1,9.47972972972973,7.5,7.10868292301232,3.0,16.0,1260,26,521.466216216216,432.0,391.125237694218,132.0,917.75,24,0,8.47972972972973,6.5,7.10868292301232,2.0,15.0,20,0,5.43918918918919,3.0,5.12575156170445,1.0,10.0,0,0,0.0,0,0.0,0,0,6,69,19.7,14.5,17.1292148097921,0,2,1.0,1.0,0.447213595499958,3.61111111111111,10.7368421052632,7.52491228070176,7.90394736842105,2.51055846297986,2.0,12.0,7.1,7.25,3.12089730686545,1.63771144144263,16.8170300588421,4.84754923225399,3.87156919129815,4.14127800848628,270650.4,261764.6
realistic_150_53,realistic,148,1383,10,20,60,38.6348517715112,38.0,11.8832778400216,29,48,0,35,18.4662162162162,19.0,10.242608106245,10,27,1383,2068.9,1.0,0.0,0.0,0.0,0,23,1,9.3445945945946,7.5,6.93182324387279,3.0,16.0,1179,36,515.533783783784,406.0,386.855382147507,136.25,907.0,22,0,8.3445945945946,6.5,6.93182324387279,2.0,15.0,22,0,4.91891891891892,3.0,4.91758223596514,1.0,10.0,0,0,0.0,0,0.0,0,0,9,70,18.9,12.5,17.3231059570736,0,3,1.0,1.0,0.894427190999916,5.0,9.73684210526316,7.54318713450292,7.63450292397661,1.57477479888835,2.0,10.0,7.0,7.25,2.37697286480094,1.64495664165995,17.9947909129281,4.76079755068275,3.53959579900421,4.48749758648883,269822.0,261531.2
realistic_150_54,realistic,148,1375,10,20,60,39.6821818181818,40.0,12.8583927584507,27,51,0,35,17.5405405405405,17.5,9.95624099964194,9,26,1375,10052.5,1.0,0.0,0.0,0.0,0,28,1,9.29054054054054,7.5,7.11132839909027,3.0,16.0,1155,20,514.074324324324,389.0,384.741490804105,139.0,924.0,27,0,8.29054054054054,6.5,7.11132839909027,2.0,15.0,20,0,4.72972972972973,3.0,4.88183975427435,1.0,8.0,0,0,0.0,0,0.0,0,0,6,61,19.3,16.5,14.6290806272985,0,4,1.3,1.0,1.18743420870379,4.0,10.5555555555556,7.74676470588235,8.05,2.12250992295841,3.0,11.0,6.9,6.5,2.7,0.790569415042095,17.4874955325227,4.73721111093038,3.85915158006656,4.42755799671903,266641.6,259482.6
realistic_150_55,realistic,148,1376,10,20,60,38.71875,38.0,11.5474928143717,30,48,0,35,18.3040540540541,19.0,9.65741472860731,10,26,1376,14061.12,1.0,0.0,0.0,0.0,0,28,1,9.2972972972973,7.0,6.72978400064951,3.0,15.0,1102,38,513.047297297297,380.0,371.177806420564,149.25,882.5,27,0,8.2972972972973,6.0,6.72978400064951,2.0,14.0,17,0,5.22972972972973,3.0,4.73356986963727,1.0,10.0,0,0,0.0,0,0.0,0,0,9,75,20.0,12.0,18.9420167880825,0,6,1.2,1.0,1.66132477258361,4.26315789473684,11.9444444444444,7.72048976608187,6.5687134502924,2.6347314239852,2.5,13.0,7.45,7.0,3.15,2.17260709900529,18.31154007723,4.85468063022888,3.06118317004219,4.58681032173467,266087.2,258212.2
realistic_200_56,realistic,197,1806,10,20,60,40.0658914728682,40.0,11.5980856984513,30,49,0,35,18.4822335025381,18.0,9.57343718734261,10,27,1806,14051.14,0.96234772978959,0.03765227021041,0.0,0.0,0,25,1,9.16751269035533,7.0,6.64604461628999,3.0,15.0,1239,29,520.888324873096,412.0,385.174095670213,150.0,903.0,24,0,8.16751269035533,6.0,6.64604461628999,2.0,14.0,15,0,5.17258883248731,3.0,4.57987873606198,1.0,9.0,0,0,0.0,0,0.0,0,0,9,84,23.6,18.0,20.5970871727048,0,5,1.6,1.0,1.35646599662505,5.1,14.7894736842105,9.56308375104428,9.73391812865497,3.02205566509454,2.5,16.0,8.95,9.5,3.86943148278917,2.33333333333333,20.9037040677005,5.74362140284461,4.43964402948459,5.16552710161552,356507.2,345525.8
realistic_200_57,realistic,197,1840,10,20,60,39.3945652173913,39.0,12.087218043386,29,49,0,35,18.8172588832487,20.0,10.1434936561457,10,28,1840,12070.5,1.0,0.0,0.0,0.0,0,24,1,9.34010152284264,6.0,6.85758433661997,3.0,16.0,1173,24,517.233502538071,329.0,386.517598701542,146.0,913.0,23,0,8.34010152284264,5.0,6.85758433661997,2.0,15.0,20,0,4.94416243654822,3.0,4.74763408179586,1.0,9.0,0,0,0.0,0,0.0,0,0,14,79,24.9,19.5,18.2288233301001,0,3,1.2,1.0,1.0770329614269,5.85,13.2631578947368,9.78920321637427,9.71315789473684,1.97150631409738,3.5,15.0,9.0,9.5,3.05777697028413,3.72512324760894,20.5752240267269,6.18630319643243,4.6339719087663,4.84291203698392,357087.0,346278.8
realistic_200_58,realistic,197,1820,10,20,60,38.889010989011,37.0,11.6558144764649,29,48,0,35,18.0558375634518,18.0,9.83270874959312,10,26,1820,10058.38,1.0,0.0,0.0,0.0,0,27,1,9.23857868020305,6.0,6.78823512047985,3.0,16.0,1225,23,514.340101522843,351.0,386.756328888119,130.0,900.0,26,0,8.23857868020305,5.0,6.78823512047985,2.0,15.0,19,0,5.16243654822335,3.0,5.01712905065721,1.0,10.0,0,0,0.0,0,0.0,0,0,13,96,25.2,17.5,23.8151212468045,0,2,0.9,1.0,0.7,6.41176470588235,13.2,9.6090931372549,9.875,2.3559980415556,3.5,15.0,9.25,9.0,3.33354166015666,3.1819125497173,23.4646509402974,6.49186078495579,4.67387965019591,5.76094885422647,351735.2,341140.4
realistic_200_59,realistic,197,1814,10,20,60,38.861631753032,38.0,12.1294076558873,27,49,0,35,18.258883248731,19.0,9.61908977465998,10,26,1814,67.92,1.0,0.0,0.0,0.0,0,22,1,9.20812182741117,7.0,6.68374306399971,3.0,16.0,1199,35,516.675126903553,364.0,385.207579402385,142.0,913.0,21,0,8.20812182741117,6.0,6.68374306399971,2.0,15.0,18,0,5.48223350253807,3.0,5.06865945956622,1.0,10.0,0,0,0.0,0,0.0,0,0,8,95,25.1,18.5,23.8010503969888,0,2,1.0,1.0,0.632455532033676,3.65,13.4210526315789,9.66007352941177,10.3204334365325,3.00250711866884,3.0,15.5,9.2,10.0,3.86134691526156,2.1511624764299,23.1428140845058,6.4131518561707,4.90684382511682,5.72602739118382,353891.4,343281.8
realistic_200_60,realistic,197,1892,10,20,60,37.4593023255814,36.0,12.0850987665902,27,48,0,35,18.8934010152284,19.0,10.0976856727562,10,28,1892,16043.56,1.0,0.0,0.0,0.0,0,31,1,9.60406091370558,7.0,7.14146992194434,3.0,16.0,1201,30,520.335025380711,365.0,383.112115227562,143.0,913.0,30,0,8.60406091370558,6.0,7.14146992194434,2.0,15.0,20,0,5.29441624365482,3.0,5.15787498931696,1.0,10.0,0,0,0.0,0,0.0,0,0,9,84,24.0,19.0,20.7171426601257,0,3,1.3,1.0,1.00498756211209,3.55,16.5263157894737,10.1494956140351,11.0643274853801,3.67474097612771,3.0,18.0,9.75,10.75,4.42295150323853,2.15580611373101,20.9305958766109,6.0306187196278,4.76236028189666,5.1742408110393,353550.4,342592.5
realistic_20_10,realistic,17,174,10,20,60,37.6206896551724,35.0,13.5347499790591,24,49,0,34,16.8823529411765,16.0,10.6819383179446,8,27,174,6063.84,1.0,0.0,0.0,0.0,0,25,1,10.2352941176471,10.0,8.44727183083882,2.0,17.0,1109,21,530.529411764706,578.0,409.610879572748,135.0,892.0,24,0,9.23529411764706,9.0,8.44727183083882,1.0,16.0,11,0,4.17647058823529,2.0,4.10502266408657,1.0,8.0,0,0,0.0,0,0.0,0,0,2,9,3.5,3.0,1.96214168703486,0,0,0.0,0.0,0.0,0.470588235294118,2.0,1.16924899446958,1.21825396825397,0.459709147456596,0.0,2.0,0.9,1.0,0.7,0.595119035711904,2.51221505643843,1.01754125446034,0.900896663875627,0.532447221189169,30859.2,30489.2
realistic_20_6,realistic,17,169,10,20,60,37.1005917159763,36.0,11.9211636035123,27,46,0,34,18.1764705882353,17.0,9.9187006627567,13,24,169,6058.96,1.0,0.0,0.0,0.0,0,26,1,9.94117647058824,12.0,7.61940701904022,3.0,15.0,1070,57,531.0,695.0,390.305159646985,140.0,890.0,25,0,8.94117647058824,11.0,7.61940701904022,2.0,14.0,14,0,4.76470588235294,2.0,4.43952053273252,1.0,9.0,0,0,0.0,0,0.0,0,0,1,8,3.3,3.0,1.84661853126194,0,1,0.1,0.0,0.3,0.416666666666667,2.53333333333333,1.21423701298701,1.20714285714286,0.588496122115891,0.0,3.0,1.0,1.0,0.894427190999916,0.493006648591635,2.42541812090709,0.950885170202567,0.810717678501127,0.528837450864286,30902.8,30441.6
realistic_20_7,realistic,17,166,10,20,60,37.9277108433735,34.0,13.167395963003,25,51,0,34,21.1176470588235,21.0,9.15154987157384,17,28,166,12057.24,1.0,0.0,0.0,0.0,0,22,1,9.76470588235294,11.0,6.530736484589,4.0,15.0,1091,51,560.352941176471,605.0,377.543599535435,190.0,949.0,21,0,8.76470588235294,10.0,6.530736484589,3.0,14.0,16,0,6.47058823529412,6.0,4.99549970483815,2.0,10.0,0,0,0.0,0,0.0,0,0,2,7,3.2,3.0,1.53622914957372,0,0,0.0,0.0,0.0,0.4,2.0625,1.0825,1.12916666666667,0.450766322807924,0.0,2.0,0.85,1.0,0.708872343937891,0.611010092660779,1.85711843695788,0.97907193726897,0.891388462411341,0.35772787551745,31158.6,30628.6
realistic_20_8,realistic,17,165,10,20,60,38.8969696969697,38.0,11.2069373765859,28,48,0,32,14.5294117647059,14.0,10.4550446425402,5,25,165,10068.02,1.0,0.0,0.0,0.0,0,22,1,9.70588235294118,12.0,6.90067947108325,3.0,16.0,1011,20,520.529411764706,493.0,358.015792889752,174.0,861.0,21,0,8.70588235294118,11.0,6.90067947108325,2.0,15.0,17,0,5.29411764705882,3.0,5.11933711106696,2.0,6.0,0,0,0.0,0,0.0,0,0,1,5,3.1,3.5,1.3,0,0,0.0,0.0,0.0,0.384615384615385,1.8125,1.1806684981685,1.22051282051282,0.467565853065925,0.0,2.0,1.05,1.0,0.65,0.471404520791032,1.54344492037203,0.897728551171277,0.936497341337545,0.311536971255359,31003.4,30546.4
realistic_20_9,realistic,17,160,10,20,58,38.525,39.5,12.5836948071701,26,50,4,35,17.1176470588235,16.0,10.8837836897305,7,28,160,6057.94,1.0,0.0,0.0,0.0,0,20,2,9.41176470588235,10.0,6.48127459804203,3.0,15.0,1076,61,522.411764705882,491.0,382.946787706246,140.0,857.0,19,1,8.41176470588235,9.0,6.48127459804203,2.0,14.0,15,0,5.11764705882353,2.0,5.23430261595874,1.0,10.0,0,0,0.0,0,0.0,0,0,1,9,3.2,3.0,2.22710574513201,0,1,0.1,0.0,0.3,0.705882352941176,1.86666666666667,1.17749299719888,1.19375,0.343903826252623,0.0,2.0,1.0,1.0,0.447213595499958,0.433012701892219,2.33428552000155,0.933163686636743,0.753261097466677,0.536665966453283,30012.4,29520.0
realistic_250_61,realistic,250,2323,10,20,60,38.5820060266896,38.0,12.0087342272538,28,49,0,35,17.14,17.0,10.094374671073,9,26,2323,8067.98,1.0,0.0,0.0,0.0,0,34,1,9.292,6.5,7.07663309773794,3.0,16.0,1261,30,509.688,344.0,386.343223903306,141.0,899.5,33,0,8.292,5.5,7.07663309773794,2.0,15.0,17,0,5.024,3.0,4.94686001419082,1.0,9.0,0,0,0.0,0,0.0,0,0,16,125,32.1,22.5,31.2936095712847,0,3,1.3,1.0,0.781024967590665,9.5,16.4736842105263,12.2480263157895,11.8,2.39133138790647,5.0,17.0,12.0,11.75,3.1543620591175,4.09174562643722,30.3106313857036,7.8121948568176,5.64769055005476,7.53678852632743,445571.6,434639.8
